id,price,commit,icon,title
1298264,9.90,32万+,自营,京东超市良品铺子 多味花生 休闲零食 干果炒货148g
1516545004,62.00,1.2万+,券1,爱心东东老闫家 毛边南瓜子坚果炒货 盐焗口味南瓜籽办公室休闲零食品陕北特产 1000g
10151859847,16.90,3.9万+,京东,粒上皇【满199减120】开口熟栗120g 坚果炒货干果零食特产新鲜栗子甘栗 板栗源自
2655020,29.90,12万+,自营,京东超市如水 坚果炒货 童年怀旧零食 特色休闲小吃 鱼皮花生豆500g
1813814899,37.60,3.9万+,券6,童年记 南瓜子500gx2袋独立小包坚果炒货 炒熟南瓜子 原味南瓜籽休闲零食品
3701711,89.00,1300+,自营,香疆恬语 七夕送礼干果零食小吃 每日混合坚果 果核传奇之缤纷果仁经典款300g/罐
4931303,149.00,5.7万+,自营,洽洽 坚果炒货 休闲零食 零食大礼包 送礼坚果礼盒1490g（新老包装随机发货）
2450962,12.00,5.3万+,自营,徽记 坚果炒货 休闲零食 蒜香味带壳花生300g
21573958412,99.00,2700+,京东,京东超市沃隆 每日坚果混合蜜饯腰果核桃扁桃榛子仁蔓越莓蓝莓干零食大礼包天天坚果礼盒孕妇零食干果礼品盒 京东定制525g（25g*21）
100000207387,168.00,900+,自营,京东出品 碧东8味混合坚果大礼包1428g 全坚果礼盒 休闲零食 夏威夷果开心果每日坚果 节日礼盒
4961796,15.90,6.4万+,自营,京东超市甘源 坚果炒货 椒盐花生 休闲零食独立小包花生米 285g/袋
6010377,29.50,9700+,自营,京东超市果园老农 每日坚果 薄皮核桃 零食干果新疆原料大核桃500g
12295998364,79.80,5500+,京东,京东超市【沃尔玛】DAN.D.PAK 越南进口 混合坚果仁零食 干果 腰果 560g 新老包装随机发货
331033,69.90,3.7万+,自营,京东超市正林  坚果炒货 休闲零食 黑瓜子1200g
1265424,24.99,13万+,自营,西域美农 新疆薄皮核桃250g/袋*2 每日坚果 休闲零食 特产小吃
3391876,22.90,19万+,自营,京东超市良品铺子 开心果 坚果零食 干果休闲炒货 办公室小吃98g
10066079440,38.00,2.8万+,,黄飞红 麻辣花生70g*10袋装 休闲零食 黄飞鸿花生米坚果炒货 麻辣炒炸花生米
100000386600,130.80,10+,自营,绅士 PLANTERS 豆说你美 豆类混合每日坚果22日装550g（25g*22袋）办公室零食即食 什锦果仁果干
11563713176,59.80,2.4万+,,悠享佳 腰果仁四种口味500g真空装 特产零食坚果 天然原味(生) 真空装
4203830,8.80,9.1万+,自营,华味亨 焦糖味香瓜子115g/袋 休闲食品 零食 坚果 葵花籽 办公零食
10562055588,68.90,9700+,券1,来伊份 【领券满199减120】天天坚果25g*7能量满满每日坚果混合坚果 经典款C来一份
19673008178,11.90,7.7万+,京东,京东超市【199减120】良品铺子  香脆红薯片70g蔬果干蜜饯地瓜干休闲零食特产小吃 70g 香脆红薯片
5785745,59.90,4.9万+,自营,京东超市八铁 干果坚果礼盒零食大礼包 家的味道8袋1584g/盒
10089672417,129.00,8400+,闪购,【中粮我买网】时怡 大罐混合坚果果仁 1.02kg 每日坚果休闲零食
10796265613,106.00,9800+,京东,京东超市时怡 中粮每日坚果礼盒750g 孕妇儿童早餐零食 核桃果干果仁大礼包 25g*30袋
29949546836,199.00,100+,,沃隆 【领券满199减100】每日坚果 孕妇零食混合坚果礼盒 妈妈坚果干果大礼包 原味 【妈妈款】14日装
31887275580,56.90,400+,京东,京东超市满199减120_百草味 山核桃仁80g 坚果干果炒货 每日坚果 特产果仁山核桃肉 MJ
3027493,9.90,4.4万+,自营,京东超市阿甘正馔 休闲零食 混合每日坚果仁 甘小美50g/袋
885039,9.90,3.7万+,自营,沙土 坚果炒货 休闲零食 精选葵瓜子500g/袋
10043584503,39.80,1.5万+,,【领券满199减120】来伊份 开心果125g 无漂泊本色开心果 开口开心果 每日坚果
1347135072,28.90,7.4万+,,三只松鼠 纸皮核桃210gx2袋坚果特产薄皮核桃原味
3990232,169.00,7300+,自营,京东超市沃隆 每日坚果 休闲零食 坚果炒货 扁桃仁腰果榛子核桃 亲子分享装925g
10142321551,46.90,2.3万+,京东,粒上皇【满199减120】带衣腰果185g 坚果炒货干果零食特产越南腰果
29992204115,26.80,1700+,京东,京东超市满199减120_百草味 新品 金琥珀核桃仁80g  纸皮核桃肉干果坚果仁零食小吃 MJ 蜂蜜味
4566449,27.90,1.9万+,自营,京东超市果园老农 混合坚果 坚果炒货 休闲零食 混合果仁130g
4858629,118.00,7000+,自营,欧扎克 每日坚果 坚果炒货 休闲零食  混合干果 核桃腰果孕妇零食大礼包20g*30包中秋礼盒送礼
2047626,18.70,3.5万+,自营,京东超市洽洽 休闲零食 坚果炒货 花生米 香花生椒盐味500g/袋
4647593,29.90,9200+,自营,京东超市ileven 坚果食光 坚果炒货 休闲零食 原味小吃 紫皮腰果128g/袋
11156996073,174.00,1万+,京东,京东超市Member's Mark美国进口盐焗开心果1.13kg 果仁饱满 休闲零食 坚果炒货 小吃
7947906,69.00,100+,自营,【京东JOY联名款】西域之尚 坚果炒货 薄皮核桃内配核桃夹 新疆特产阿克苏核桃1500g/箱
1114018550,29.90,8700+,京东,良品铺子 开心果210g袋 自然开口坚果干果休闲零食零食
1958691759,158.00,1.1万+,满1,全球购Kirkland 柯克兰混合坚果进口天天坚果松子仁炒货原味腰果夏威夷果儿童孕妇休闲每日果干零食大礼包 无盐原味1.13kg
11322993698,92.28,6000+,京东,京东超市Member's Mark精选新疆核桃仁500g 无壳即食 休闲零食 坚果
10066119087,33.90,2.9万+,赠,旭东 话梅味西瓜子1000g黑瓜子小包装休闲零食坚果干果炒货
6725854,98.00,6200+,自营,京东超市森林大叔  每日坚果 坚果炒货 休闲零食混合坚果果干礼盒 坚果礼盒 天天坚果（26g*20）520g/盒
1023192781,29.90,6.4万+,,京东超市三只松鼠 盐焗腰果185g零食坚果干果炒货特产腰果仁
4174107,13.90,1.8万+,自营,口水娃 坚果炒货 混合口味兰花豆蚕豆 休闲零食小吃大礼包500g
16885782272,44.80,2700+,,【沃尔玛】洽洽 每日坚果 混合果仁水果蜜饯干 182g（26g*7袋）
1265596,16.90,9.3万+,自营,京东超市西域美农 休闲零食 干果坚果 新疆特产小吃 鹰嘴豆250g/袋（新老包装随机发货）
12296012724,69.80,3.5万+,京东,京东超市【沃尔玛】DAN.D.PAK 越南进口 腰果 零食腰果仁 原味 560g 新老包装随机发货
4356997,39.80,3.5万+,自营,俏香阁 坚果炒货 休闲零食 果仁 烘焙紫皮腰果158g/袋
8179176,68.00,700+,自营,果园老农 每日坚果 原味烘培盐焗腰果 罐装290g
2200506,12.90,1.6万+,自营,来伊份 坚果炒货 每日坚果 休闲食品 特产小吃 蟹香豆瓣165g/袋
4505956,89.90,2.5万+,自营,京东超市如水 坚果炒货 办公室休闲零食临安山核桃仁 小胡桃仁160g
5045824,15.80,3.9万+,自营,口水娃 坚果炒货 多口味虾条青豆豆片组合 休闲零食小吃大礼包500g
30794325508,188.00,200+,,松鼠荣耀 【第2件5折】每日坚果干果零食礼盒大礼包1255g 炭烧腰果开心果 巴旦木仁干果 吉祥如意-坚果大礼盒一1255g
12280739121,43.90,3万+,京东,满199减120 楼兰蜜语 薄皮核桃500g新疆特产干果非纸皮大核桃坚果 内附开果器
5896736,25.90,1.2万+,自营,京东超市果园老农 坚果炒货 零食坚果 美国开口大榛子220g
3532484,69.80,3.3万+,自营,美国进口 绅士牌(Planters)绿罐盈养系列--全健混合坚果276g（新旧包装随机发货）
1013789344,48.90,19万+,满4,三只松鼠 炭烧腰果185gx2袋 坚果炒货  每日坚果 休闲零食 特产干果 腰果仁
11285130674,35.80,2万+,券1,来伊份 【1件减5元 2件减20元】天天坚果礼盒25g*7 每日坚果孕妇儿童干果混合坚果零食腰果 经典款
10398782738,49.90,7000+,券6,粒上皇 板栗组合6袋装660g 坚果炒货栗子甘栗仁板栗 每日坚果 零食大礼包
2958923,67.00,4.1万+,自营,新农哥 坚果每日坚果 干果 原味什锦混合干果仁礼盒礼包 25g*30包
2188935,22.90,2.6万+,自营,京东超市洽洽 坚果炒货 休闲零食 盐焗味南瓜子500g/袋
5464447,12.90,2.8万+,自营,京东超市甘源牌 休闲零食 蚕豆 蟹黄味 坚果炒货特产零食 风味蚕豆 200g/袋
1998019205,39.00,1800+,,全球购绅士（PLANTERS） 坚果 混合坚果 292g
1338357757,16.90,18万+,京东,京东超市百草味 琥珀核桃仁168g 每日坚果休闲零食特产坚果炒货干果
10002044026,38.00,5700+,,黄飞红 麻辣小鱼干花生98g*3袋 黄飞鸿花生米坚果零食
11096746970,108.00,1万+,券2,新农哥 满199减120 每日坚果果仁礼盒400g狂欢零食大礼包混合坚果共15包氮气保鲜坚果早餐
4961796,15.90,6.4万+,自营,甘源 坚果炒货 椒盐花生 休闲零食独立小包花生米 285g/袋
31080109246,9.90,30+,券9,洽洽 恰恰香瓜子308g葵花籽 坚果炒货零食办公室小吃 1包
13930642770,198.00,2000+,京东,沃隆 【妈妈款】每日坚果天天坚果孕妇休闲零食大礼包混合原味干果 35g*30包
12143854943,48.80,1000+,2件,宝宝聚 每日坚果杏仁巴旦木仁500g大杏仁巴坦木扁桃仁盐焗原味零食罐装 原味500克（罐装）
2343869,12.90,2.4万+,自营,京东超市洽洽 坚果炒货 休闲零食 巴旦木仁蜂蜜黄油味40g/袋
4465114,14.50,2.6万+,自营,京东超市【京东出品】八享时即食京东甘栗仁100g坚果炒货 儿童休闲零食 板栗干果 无添加防腐剂
5232520,29.80,2万+,自营,京东超市俏香阁 坚果炒货 特产零食 奶油味夏威夷果158g/袋
1640962,39.90,7.2万+,自营,京东超市甘源牌 休闲零食 腰果 炭烧味 坚果炒货干果特产腰果仁 180g/袋
32379027181,36.80,4,,半亩优果 巴旦木杏仁坚果散装坚果干果零食扁桃巴达木巴坦木500g 椒盐口味
11619359285,238.00,1.8万+,京东,沃隆 每日坚果 妈妈坚果礼盒 混合坚果零食什锦果仁 孕妇零食大礼包干果 妈妈专享款35g*30袋
16367787787,35.80,1.1万+,券1,【买2斤送1斤同款】云南纸皮核桃大坚果孕妇零食可剥生核桃仁500g/袋
31096275741,56.00,30+,新品,BONPUR 原味混合坚果仁休闲孕妇零食食品腰果巴旦木290g无添加剂干果
32783821588,168.00,60+,京东,沃隆 每日坚果孕妇零食大礼包礼盒 超级每日坚果 开心果  腰果 干果礼盒 30日装750g官方旗舰店 超级每日坚果25g*30
12179618148,11.80,1.8万+,京东,京东超市【沃尔玛】惠宜 花生 零食小吃 坚果炒货 蒜香 454g
2349426,11.90,1.9万+,自营,京东超市洽洽 坚果炒货 每日坚果 珍品果仁腰果仁50g/袋
4519704,10.90,1.7万+,自营,京东超市源合斋 坚果炒货 休闲零食 山楂条300g/袋
12400634615,65.00,2700+,,BONPUR 夏威夷果仁坚果休闲孕妇零食食品195g罐装原味无添加剂干果
5030264,62.00,8200+,自营,京东超市老闫家 毛边南瓜子坚果炒货 盐焗口味南瓜籽办公室休闲零食品 量贩装1000g/袋
5232518,26.80,2.5万+,自营,京东超市俏香阁 坚果炒货 休闲零食 薄壳奶香味 巴旦木158g/袋
10435027819,26.90,6100+,券1,【安庆馆】野娃五香味小炒花生米120g*6袋 休闲零食坚果炒货小吃
10206696614,57.90,2.1万+,券1,满199减120 楼兰蜜语_碧根果215g/袋  干果零食坚果炒货 山核桃长寿果 奶油味
1305517,39.90,5.8万+,自营,新农哥 坚果 炒货 零食 干果 薄壳 巴西松子 98g/袋(新老包装随机发货)
7363128,29.90,100+,自营,京东自有品牌  京淳  每日坚果 25g*6袋/盒
10920547946,39.90,2200+,券1,楼兰蜜语 薄皮核桃840g 新疆 薄壳大核桃坚果 特产干果 非纸皮
4502867,22.90,4.6万+,自营,京东超市西域美农 休闲零食坚果 新疆特产 无漂白健康食品薄皮核桃250g
31290879573,199.00,600+,券5,爱心东东【满199减120】有良心食坊 每日坚果 休闲零食 坚果炒货 混合干果礼盒 亲亲宝贝 儿童款 25g*30包（礼盒装）
11712321888,35.90,1500+,,童年记 每日坚果大礼包坚果组合25g*7包 混合坚果早餐孕妇零食 中秋礼盒礼品
5339340,128.00,2.3万+,自营,京东超市俏香阁 休闲零食 坚果炒货礼盒8袋装 夏威夷果核桃 俏香有礼礼盒1676g/盒 （新旧包装随机发货）
3753887,9.70,1万+,自营,京东超市华味亨 山核桃味香瓜子200g/袋 休闲食品 零食 坚果 葵花籽 办公零食小吃
7416434,32.90,4600+,自营,京东超市良品铺子 活力白领综合果仁 每日坚果175g
4961794,29.90,5.1万+,自营,甘源 坚果炒货 综合豆果C套餐 每日坚果 零食礼盒100g*5袋/盒
7515930,49.80,200+,自营,京东超市尚珍 优品 每日早餐 每日坚果 天天坚果  果仁果粒混合燕麦脆210g/袋 30克*7小包
1013796042,21.90,1.1万+,券6,三只松鼠 野生山核桃仁155g坚果炒货休闲零食特产核桃肉
